filename,topic,department,province,y1,y2,y3
ch23-05_113.xls,司法,监察部门,北京,32,104,131
食药监证件子信息_302034000000017872.csv,行政,药监部门,福建,5,84,129
19-83_23.xls,居民生活,统计部门,湖南,69,107,122
放射诊疗许可_49.xls,医疗卫生,卫生健康委员会,广东,0,79,120
工程施工许可信息表_7.xls,建筑业,住房城乡建设部门,广东,1,74,120
5-6_涉企信息_建筑工程施工许可信息_81.xls,建筑业,住房城乡建设部门,广东,1,74,120
山东省民族宗教事务委员会行政执法人员名录库_0.xls,宗教事务,民族宗教部门,山东,13,87,117
C11-02_114.xls,农业生产,农业农村部门,北京,40,91,131
5-13_涉企信息_工程竣工验收备案信息_204.xls,建筑业,住房城乡建设部门,广东,1,74,120
建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_35.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
建设项目环境影响评价文件审批（新双公示）（涉企）_13.xls,自然保护,生态环境及自然资源部门,广东,2,75,120
山东省院士工作站信息_0.csv,教育人员,住房城乡建设部门,山东,9,74,117
山东省省技能型特色名校、省优质高职院校名录_0.csv,教育事业,教育机构,山东,8,85,117
20-068_9.xls,综合,教育及体育部门,内蒙古,19,86,141
18-10_60_2018.xlsx,教育事业,教育及体育部门,广东,8,86,120
道路运输危险货物经营许可证版式文件_33.csv,道路交通及管理,交通运输部门,浙江,30,102,128
5-15__涉企信息_企业良好行为信息_338.xls,企业信息,住房城乡建设部门,广东,4,74,120
19-81_22.xls,居民生活,统计部门,湖南,69,107,122
证件变更信息_138.xls,行政,市场监管部门,广东,5,77,120
印刷经营许可证信息_35.xls,出版物及相关单位,文化广播电视和旅游部门,广东,27,95,120
公共场所（除公园、体育场馆、公共交通工具外）卫生许可_3.xls,医疗卫生,卫生健康委员会,广东,0,79,120
危险化学品经营许可证审批-行政许可变更信息_16.xls,公共安全,应急部门,广东,37,97,120
阳江市住建局行政许可信息_1568881157912647.xlsx,行政,住房城乡建设部门,广东,5,74,120
5-13_涉企信息_工程竣工验收备案信息_144.xls,建筑业,住房城乡建设部门,广东,1,74,120
建筑工地基础信息_15.csv,建筑业,住房城乡建设部门,浙江,1,74,128
1215_46.xls,农业生产,林草部门,青海,40,80,145
潍坊市各县市区学生资助中心信息_0.csv,教育事业,教育机构,山东,8,85,117
洞头区图书馆图书信息_13.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
C06-02_114.xls,财政预算,教育及体育部门,北京,11,86,131
渔业船舶登记_142.xls,农业资料,水利、水务部门,广东,52,90,120
非公募基金会成立、变更、注销登记信息_51.xls,社会组织,民政部门,广东,53,89,120
5-18__涉企信息_企业不良行为信息_20.xls,企业信息,住房城乡建设部门,广东,4,74,120
济南市教育局行政执法人员资格清单_0.csv,教育人员,教育及体育部门,山东,9,86,117
贵阳市人社局事业单位招录信息_2020-12-30_10_34_02_7.xlsx,行政,人力资源社会保障部门,贵州,5,93,118
道路运输证版式文件_108.csv,道路交通及管理,交通运输部门,浙江,30,102,128
建设项目选址意见书信息_20.xls,建筑业,住房城乡建设部门,广东,1,74,120
建设项目环境影响评价文件审批（新双公示）（涉企）_163.xls,自然保护,生态环境及自然资源部门,广东,2,75,120
证件变更信息_239.xls,行政,市场监管部门,广东,5,77,120
雷电防护装置设计审核（新）_26.xls,公共安全,气象部门,广东,37,113,120
渔业船网工具指标批准书信息（已电子签名）_1.csv,农业资料,水利、水务部门,浙江,52,90,128
从事城市生活垃圾经营性清扫、收集、运输服务审批信息_7.xls,城乡环卫,城市管理行政执法及审批部门,广东,6,81,120
推送市交易中心信息－人员锁定_210.xls,行政,水利、水务部门,广东,5,90,120
建设项目选址意见书信息_75.xls,建筑业,住房城乡建设部门,广东,1,74,120
渔业船舶登记_115.xls,农业资料,农业农村部门,广东,52,91,120
设置医疗机构批准书_1591708208793.xls,医疗卫生,医院及社区卫生服务机构,广东,0,73,120
（双公示）国土资源行政处罚信息_40.xls,行政,生态环境及自然资源部门,广东,5,75,120
鹿城区图书馆图书信息_34.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
渔业船舶国籍证书版式文件_12.csv,农业资料,农业农村部门,浙江,52,91,128
免费孕前优生健康检查指定机构信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
（双公示）国土资源行政处罚信息_23.xls,行政,生态环境及自然资源部门,广东,5,75,120
乌当区水利工程项目基本信息_2020-10-28_15_26_24_1.xls,水利工程,水利、水务部门,贵州,35,90,118
特种设备作业人员考核_284.xls,特种作业,市场监管部门,广东,63,77,120
27-36_54.xls,财政预算,财政部门,贵州,11,82,118
1224-0_39.xls,农业生产,水利、水务部门,陕西,40,90,136
C23-20_114.xls,公共安全,应急部门,北京,37,97,131
政法委_扫黑除恶宣传信息_0.xls,行政,司法部门,山东,5,76,117
市海洋与渔业局政务服务事项信息_0.csv,行政,水利、水务部门,山东,5,90,117
17-17_261.xlsx,科研机构企业及技术人员,农业农村部门,江西,42,91,140
推送市交易中心信息－专业分_144.xls,企业信息,水利、水务部门,广东,4,90,120
建设项目噪声、固体废物污染防治设施验收（新双公示）（涉企）_5.xls,污染治理,生态环境及自然资源部门,广东,36,75,120
劳务派遣许可变更信息_202.xls,就业失业,人力资源社会保障部门,广东,25,93,120
推送市交易中心信息－专业分_350.xls,企业信息,水利、水务部门,广东,4,90,120
云岩区水务局行政机构_2019-12-02_11_05_14_6.xlsx,行政,水利、水务部门,贵州,5,90,118
B17_16_72.xls,科研机构企业及技术人员,统计部门,吉林,42,107,137
推送市交易中心信息－专业分_273.xls,企业信息,水利、水务部门,广东,4,90,120
乡镇街道综合文化站名录_17918240119866675611.csv,文化,文化广播电视和旅游部门,江苏,28,95,115
21-18_188.xls,医疗卫生,医院及社区卫生服务机构,四川,0,73,116
5-18__涉企信息_企业不良行为信息_138.xls,企业信息,住房城乡建设部门,广东,4,74,120
22-80_3.xls,教育事业,教育机构,内蒙古,8,85,141
5-18__涉企信息_企业不良行为信息_216.xls,企业信息,住房城乡建设部门,广东,4,74,120
推送市交易中心信息－信用总分_379.xls,企业信息,水利、水务部门,广东,4,90,120
全市中职学校_2900051700184.csv,教育事业,教育机构,广东,8,85,120
动物诊疗许可证核发_1581150928263.xls,医疗卫生,医院及社区卫生服务机构,广东,0,73,120
危险化学品经营许可证审批-行政许可变更信息_111.xls,公共安全,应急部门,广东,37,97,120
劳务派遣许可变更信息_164.xls,就业失业,人力资源社会保障部门,广东,25,93,120
非药品类易制毒化学品备案_140.xls,公共安全,应急部门,广东,37,97,120
养老机构简表.xls,社会救助及保障,社会福利机构,四川,23,92,116
济南市非营利性民营医疗机构_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
公共场所（除公园、体育场馆、公共交通工具外）卫生许可_8.xls,医疗卫生,卫生健康委员会,广东,0,79,120
市城管局2019年度一般公共预算基本支出预算表（经济科目）.csv,财政预算,城市管理行政执法及审批部门,江苏,11,81,115
渔业船舶登记_178.xls,农业资料,农业农村部门,广东,52,91,120
鹿城区图书馆图书信息_72.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
证件库东莞市市场监督管理局知识产权局_1594799637115.xls,专利技术,市场监管部门,广东,39,77,120
高新区纪检监察工委区级机构信息一览表_2020-11-04_10_57_58_5.xls,行政,监察部门,贵州,5,104,118
推送市交易中心信息－限制投标企业_215.xls,企业信息,水利、水务部门,广东,4,90,120
推送市交易中心信息－人员锁定_203.xls,行政,水利、水务部门,广东,5,90,120
领导干部考核信息_0.xls,行政,交通运输部门,山东,5,102,117
建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_23.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
微山县渔管委_渔业捕捞许可（审核）_(开放)_1.xls,农业生产,水利、水务部门,山东,40,90,117
5-13_涉企信息_工程竣工验收备案信息_51.xls,建筑业,住房城乡建设部门,广东,1,74,120
推送市交易中心信息－限制投标企业_231.xls,企业信息,水利、水务部门,广东,4,90,120
贵阳市宽带网络校校通情况统计表_2019-02-21_15_49_39_9.xlsx,邮电通信,教育及体育部门,贵州,48,86,118
15-10_60_2016.xlsx,交通线路及运量,交通运输部门,广东,70,102,120
渔业船舶登记_34.xls,农业资料,农业农村部门,广东,52,91,120
14-32 标准计量和质量监督情况_131.xls,城市建设,市场监管部门,浙江,46,77,128
乡村教师送教下乡项目县项目名额分配表.csv,教育人员,教育机构,河南,9,85,133
B17_16_73.xls,科研机构企业及技术人员,统计部门,吉林,42,107,137
非主要农作物品种登记初审.xls,农业生产,农业农村部门,湖南,40,91,122
5-13_涉企信息_工程竣工验收备案信息_145.xls,建筑业,住房城乡建设部门,广东,1,74,120
CH21-30_111.xls,道路交通及管理,交通运输部门,北京,30,102,131
工商行政许可公示信息_150.xls,行政,市场监管部门,广东,5,77,120
5-6_涉企信息_建筑工程施工许可信息_59.xls,建筑业,住房城乡建设部门,广东,1,74,120
市环保_行政许可201801114发放辐射安全许可证.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
5-13_涉企信息_工程竣工验收备案信息_232.xls,建筑业,住房城乡建设部门,广东,1,74,120
5-18__涉企信息_企业不良行为信息_449.xls,企业信息,住房城乡建设部门,广东,4,74,120
22-21_121.xls,教育事业,教育机构,河南,8,85,133
工程施工许可信息表_66.xls,建筑业,住房城乡建设部门,广东,1,74,120
推送市交易中心信息－限制投标企业_239.xls,企业信息,水利、水务部门,广东,4,90,120
武汉市民宗委2016年收支预算总表.csv,财政预算,民族宗教部门,湖北,11,87,121
济南市民政局捐助款物收入表_0.xls,社会救助及保障,民政部门,山东,23,89,117
鹿城区图书馆图书信息_89.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
工商行政许可公示信息_276.xls,行政,市场监管部门,广东,5,77,120
道路运输证版式文件_85.csv,道路交通及管理,交通运输部门,浙江,30,102,128
济宁市国土资源局_采矿权延续登记（初审）_0.csv,矿产资源及开发,生态环境及自然资源部门,山东,17,75,117
27-25_54.xls,教育事业,教育及体育部门,贵州,8,86,118
责令改正违法行为决定_59.xls,行政,生态环境及自然资源部门,广东,5,75,120
动物诊疗许可证核发信息_165.xls,医疗卫生,农业农村部门,广东,0,91,120
机动车驾驶培训管理信息_0.xls,道路交通及管理,教育机构,山东,30,85,117
非公募基金会成立、变更、注销登记信息_20.xls,社会组织,民政部门,广东,53,89,120
蓬莱市免费计划生育药具发放服务点_0.xls,计划生育,基层管理机构,山东,47,83,117
20-04_60_2017.xlsx,医疗卫生,医院及社区卫生服务机构,广东,0,73,120
山东省国资委保留的审批、核准、备案事项_0.csv,行政,国资部门,山东,5,111,117
工商行政许可公示信息_213.xls,行政,市场监管部门,广东,5,77,120
注册执业地点为山东省的执业医师基本信息_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
ch23-22_115.xls,社会救助及保障,人力资源社会保障部门,北京,23,93,131
医师执业注册及变更注册（多点执业、取消多点执业）_0.xls,医疗卫生,卫生健康委员会,山东,0,79,117
道路运输证_113.csv,道路交通及管理,交通运输部门,浙江,30,102,128
建设用地规划许可证20180809.xls,建筑业,住房城乡建设部门,江苏,1,74,115
青岛市公安局规范性文件名录_0.xls,行政,公安部门,山东,5,108,117
占用、挖掘公路审批_28.xls,道路交通及管理,交通运输部门,广东,30,102,120
建设工程规划条件核实合格证_135.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
工业设计中心企业名单目录_0.xls,科研机构企业及技术人员,经济、工业信息化部门,山东,42,99,117
5-15__涉企信息_企业良好行为信息_234.xls,企业信息,住房城乡建设部门,广东,4,74,120
非公募基金会成立、变更、注销登记信息_87.xls,社会组织,民政部门,广东,53,89,120
建设项目环境影响评价文件审批（新双公示）（涉企）_102.xls,自然保护,生态环境及自然资源部门,广东,2,75,120
市环保_行政许可20170613.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
ch20-02_115.xls,教育事业,教育及体育部门,北京,8,86,131
17-21 各市各类学校在校学生数（2017年）_130.xls,教育人员,教育机构,浙江,9,85,128
推送市交易中心信息－信用总分_117.xls,企业信息,水利、水务部门,广东,4,90,120
动物诊疗许可证核发_1568882225727784.xls,医疗卫生,医院及社区卫生服务机构,广东,0,73,120
渔业船舶登记_60.xls,农业资料,农业农村部门,广东,52,91,120
烟台市青少年体育工作先进单位_0.xls,体育,教育机构,山东,10,85,117
民办职业培训机构的审批信息_0.xls,教育事业,教育机构,山东,8,85,117
5-15__涉企信息_企业良好行为信息_321.xls,企业信息,住房城乡建设部门,广东,4,74,120
建设工程规划条件核实合格证_249.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
市市政园林局行政许可事项实施清单_12241680960797354566.csv,行政,林草部门,江苏,5,80,115
道路运输证_66.csv,道路交通及管理,交通运输部门,浙江,30,102,128
证件变更信息_168.xls,行政,市场监管部门,广东,5,77,120
高新区学校统计_0.xls,教育事业,教育机构,山东,8,85,117
湛江市交警支队车管所机动车登记服务站信息_1568877166112510.xls,道路交通及管理,公安部门,广东,30,108,120
推送市交易中心信息－信用总分_365.xls,企业信息,水利、水务部门,广东,4,90,120
5-13_涉企信息_工程竣工验收备案信息_246.xls,建筑业,住房城乡建设部门,广东,1,74,120
普通高中国家助学金信息_0.csv,教育事业,教育机构,山东,8,85,117
建设项目环境影响备案登记信息版式文件_4.csv,自然保护,生态环境及自然资源部门,浙江,2,75,128
ch07-28_115.xls,自然保护,生态环境及自然资源部门,北京,2,75,131
市环保_行政许可20170410.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
青岛市基层法律服务所信息_0.xls,法律,社会援助救助机构,山东,3,96,117
特种设备作业人员考核_366.xls,特种作业,市场监管部门,广东,63,77,120
从事城市生活垃圾经营性清扫、收集、运输服务审批信息_14.xls,城乡环卫,城市管理行政执法及审批部门,广东,6,81,120
20-092_9.xls,综合,教育及体育部门,内蒙古,19,86,141
市县级以下文物保护单位的迁移或拆除审批.xls,文化,文体活动机构,湖南,28,94,122
25-13_58.xls,农业资料,农业农村部门,贵州,52,91,118
普通高中免学费信息_0.csv,教育事业,教育机构,山东,8,85,117
道路运输证版式文件_24.csv,道路交通及管理,交通运输部门,浙江,30,102,128
5-6_涉企信息_建筑工程施工许可信息_73.xls,建筑业,住房城乡建设部门,广东,1,74,120
25-23_57.xls,医疗卫生,卫生健康委员会,贵州,0,79,118
推送市交易中心信息－限制投标企业_25.xls,企业信息,水利、水务部门,广东,4,90,120
5-6_涉企信息_建筑工程施工许可信息_140.xls,建筑业,住房城乡建设部门,广东,1,74,120
燃气经营许可证核发信息_1591342661038.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
泰顺县图书馆图书信息_71.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
责令改正违法行为决定_66.xls,行政,生态环境及自然资源部门,广东,5,75,120
建设项目环境影响评价文件审批（新双公示）（涉企）_45.xls,自然保护,生态环境及自然资源部门,广东,2,75,120
推送市交易中心信息－专业分_375.xls,企业信息,水利、水务部门,广东,4,90,120
公共场所（除公园、体育场馆、公共交通工具外）卫生许可_11.xls,医疗卫生,卫生健康委员会,广东,0,79,120
任城区安全生产监督管理局_危险化学品经营许可证核发_(开放)_0.xls,公共安全,市场监管部门,山东,37,77,117
非药品类易制毒化学品备案_104.xls,公共安全,应急部门,广东,37,97,120
建设用地规划许可证信息_5.xls,建筑业,住房城乡建设部门,广东,1,74,120
22072_2.xls,教育事业,教育机构,内蒙古,8,85,141
非药品类易制毒化学品备案_95.xls,公共安全,应急部门,广东,37,97,120
道路运输证_1.csv,道路交通及管理,交通运输部门,浙江,30,102,128
区教体局教师资格认定信息_0.xls,教育人员,教育及体育部门,山东,9,86,117
龙口市安监局工会会员_0.xls,行政,市场监管部门,山东,5,77,117
贵阳市人民政府审计局部门预算及“三公”经费预算信息_2020-03-27_15_50_11_4.xlsx,财政预算,审计部门,贵州,11,88,118
推送市交易中心信息－信用总分_250.xls,企业信息,水利、水务部门,广东,4,90,120
泰顺县图书馆图书信息_13.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
建设工程规划条件核实合格证_279.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
从事城市生活垃圾经营性清扫、收集、运输服务审批信息_22.xls,城乡环卫,城市管理行政执法及审批部门,广东,6,81,120
5-15__涉企信息_企业良好行为信息_30.xls,企业信息,住房城乡建设部门,广东,4,74,120
工商行政许可公示信息_17.xls,行政,市场监管部门,广东,5,77,120
开发区建设交通局对未及时、如实提供港口统计资料行为的相关行政检查_0.csv,开发区,交通运输部门,山东,24,102,117
危险化学品安全生产许可证_10.xls,公共安全,应急部门,广东,37,97,120
推送市交易中心信息－专业分_188.xls,企业信息,水利、水务部门,广东,4,90,120
特种设备作业人员考核_79.xls,特种作业,市场监管部门,广东,63,77,120
5-6_涉企信息_建筑工程施工许可信息_187.xls,建筑业,住房城乡建设部门,广东,1,74,120
燃气经营许可证核发信息_1591328762581.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
菏泽市中等职业学校名录_0.csv,教育事业,教育机构,山东,8,85,117
龙湾区图书馆图书信息_44.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
济南市机关档案工作申报省级测评单位汇总表_0.csv,行政,机关事务管理部门,山东,5,110,117
公办集体办幼儿园基本信息教育局_1596620151240.xls,教育事业,教育及体育部门,广东,8,86,120
道路运输证版式文件_23.csv,道路交通及管理,交通运输部门,浙江,30,102,128
19_210.2011年鉴-卫生_210.xls,医疗卫生,卫生健康委员会,海南,0,79,125
01-05_187.xls,国民经济,文化广播电视和旅游部门,四川,68,95,116
12005_2.xls,水利工程,统计部门,安徽,35,107,135
22075_0.xls,教育事业,教育机构,内蒙古,8,85,141
市环保_行政处罚20180326.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
推送市交易中心信息－人员锁定_292.xls,行政,水利、水务部门,广东,5,90,120
推送市交易中心信息－人员锁定_185.xls,行政,水利、水务部门,广东,5,90,120
岱岳区税务局行政许可信息_0.xls,行政,税务部门,山东,5,78,117
18_210.2019运输和邮电（粤海铁、省港航管理局、省公路局、海航、南航）_210.xls,交通线路及运量,交通运输部门,海南,70,102,125
工程施工许可信息表_34.xls,建筑业,住房城乡建设部门,广东,1,74,120
5-15__涉企信息_企业良好行为信息_132.xls,企业信息,住房城乡建设部门,广东,4,74,120
房屋市政工程竣工验收备案（燃气类、供热类）信息_17.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
设立互联网上网服务营业场所网吧审批许可信息版权局_1596187087293.xls,娱乐,文化广播电视和旅游部门,广东,26,95,120
潍坊档案信息网网上展厅_0.xls,文化,机关事务管理部门,山东,28,110,117
单位或个人未依法履行传染病防治职责的处罚_0.csv,医疗卫生,卫生健康委员会,广西,0,79,114
设立歌舞娱乐场所娱乐经营许可证信息版权局_1596180833080.xls,娱乐,文化广播电视和旅游部门,广东,26,95,120
防雷装置设计审核核准（新）_26.xls,公共安全,气象部门,广东,37,113,120
黄山市常规预防接种门诊名单.xlsx,医疗卫生,医院及社区卫生服务机构,安徽,0,73,135
推送市交易中心信息－信用总分_359.xls,企业信息,水利、水务部门,广东,4,90,120
执业兽医师注册_22.xls,医疗卫生,农业农村部门,广东,0,91,120
修文县工商局部门预算及“三公”经费预算公开表_2020-08-31_10_57_24_7.xls,财政预算,市场监管部门,贵州,11,77,118
乐业县民办幼儿园名录_0.csv,教育事业,教育机构,广西,8,85,114
资源名称： 七星关区2018年2月信息公开—公共租赁住房（廉租房）信息公开.xls,居民住房,住房城乡建设部门,贵州,34,74,118
建设项目环境影响评价文件审批（新双公示）（涉企）_14.xls,自然保护,生态环境及自然资源部门,广东,2,75,120
21-02_86.xls,水利工程,财政部门,重庆,35,82,144
ch03-12_110.xls,人口状况,公安部门,北京,58,108,131
建设用地规划许可证20190214.xls,建筑业,住房城乡建设部门,江苏,1,74,115
消毒产品生产企业（一次性使用医疗用品的生产企业除外）卫生许可信息_0 (1).csv,医疗卫生,卫生健康委员会,山东,0,79,117
无锡市锡山区宗教活动场所一览表_18945657393150954418.csv,宗教事务,民族宗教部门,江苏,13,87,115
乳山市统计局用电情况分析信息_0.xls,能源,统计部门,山东,43,107,117
5-6_涉企信息_建筑工程施工许可信息_108.xls,建筑业,住房城乡建设部门,广东,1,74,120
ch20-02_110.xls,医疗卫生,卫生健康委员会,北京,0,79,131
建设工程规划条件核实合格证_227.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
体育领域游泳场所评价信息.csv,体育,教育及体育部门,浙江,10,86,128
5-15__涉企信息_企业良好行为信息_242.xls,企业信息,住房城乡建设部门,广东,4,74,120
乐业县市场监督管理局食品、食用农产品专项抽检信息_0.csv,商品质量及交易监管,市场监管部门,广西,21,77,114
企业安置残疾人信息表_0.xls,社会救助及保障,社会福利机构,山东,23,92,117
推送市交易中心信息－专业分_310.xls,企业信息,水利、水务部门,广东,4,90,120
工程施工许可信息表_38.xls,建筑业,住房城乡建设部门,广东,1,74,120
交通大队机动车查验岗.csv,道路交通及管理,公安部门,湖北,30,108,121
特种设备作业人员考核_186.xls,特种作业,市场监管部门,广东,63,77,120
非药品类易制毒化学品备案_120.xls,公共安全,应急部门,广东,37,97,120
市环保_行政许可20180928-2.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
5-18__涉企信息_企业不良行为信息_302.xls,企业信息,住房城乡建设部门,广东,4,74,120
接收卫星传送的境内电视节目审核_2900051700155.csv,广电传媒,文化广播电视和旅游部门,广东,33,95,120
推送市交易中心信息－专业分_284.xls,企业信息,水利、水务部门,广东,4,90,120
动物诊疗许可证核发信息_141.xls,医疗卫生,农业农村部门,广东,0,91,120
渔业船网工具指标转移证明版式文件_2.csv,农业资料,水利、水务部门,浙江,52,90,128
建设用地规划许可证20180308.xls,建筑业,住房城乡建设部门,江苏,1,74,115
交通运输企业行政许可_101.xls,道路交通及管理,交通运输部门,广东,30,102,120
证件变更信息_65.xls,行政,市场监管部门,广东,5,77,120
放射诊疗许可_39.xls,医疗卫生,卫生健康委员会,广东,0,79,120
燃气经营许可证核发信息_1568881375912205.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
市科技局2019年度财政拨款支出预算表(功能科目).xlsx,财政预算,科技部门,江苏,11,101,115
开发区幼儿园备案信息_0.xls,开发区,教育机构,山东,24,85,117
建设项目噪声、固体废物污染防治设施验收（新双公示）（涉企）_51.xls,污染治理,生态环境及自然资源部门,广东,36,75,120
食品经营许可证信息_28.csv,批发零售住宿餐饮业,市场监管部门,浙江,54,77,128
南明区文化站信息_2018-02-06_16_34_34_1.csv,文化,文化广播电视和旅游部门,贵州,28,95,118
清远市住建局处罚信息_1591706417938.xls,行政,住房城乡建设部门,广东,5,74,120
推送市交易中心信息－专业分_128.xls,企业信息,水利、水务部门,广东,4,90,120
5-18__涉企信息_企业不良行为信息_418.xls,企业信息,住房城乡建设部门,广东,4,74,120
贵阳市教育事业概况信息_2020-02-28_15_57_14_22.xlsx,教育事业,教育机构,贵州,8,85,118
乳山市住房和城乡建设局建筑节能方面信息_0.xls,自然保护,住房城乡建设部门,山东,2,74,117
义务教育阶段学校设立、变更、终止审批（民办学校）_10.xls,教育事业,教育机构,广东,8,85,120
云岩区水务局局属单位_2019-12-23_19_46_39_3.xlsx,行政,水利、水务部门,贵州,5,90,118
C22-07_114.xls,广电传媒,文化广播电视和旅游部门,北京,33,95,131
C07-16_114.xls,自然资源,生态环境及自然资源部门,北京,41,75,131
0509_47.xls,就业失业,市场监管部门,青海,25,77,145
河口区信访局刊物订阅信息_0.csv,出版物及相关单位,司法部门,山东,27,76,117
济南市教育局一般公共预算三公经费支出表_0.csv,财政预算,教育及体育部门,山东,11,86,117
推送市交易中心信息－限制投标企业_358.xls,企业信息,水利、水务部门,广东,4,90,120
设立演出经纪机构许可信息_40.xls,文化,文化广播电视和旅游部门,广东,28,95,120
危险化学品经营许可证审批-行政许可变更信息_77.xls,公共安全,应急部门,广东,37,97,120
修建过河建筑物_1581015133813.xls,水利工程,交通运输部门,广东,35,102,120
医疗器械经营许可证发证名单_1568881008493856.xlsx,医疗卫生,药监部门,广东,0,84,120
推送市交易中心信息－信用总分_154.xls,企业信息,水利、水务部门,广东,4,90,120
道路运输证_110.csv,道路交通及管理,交通运输部门,浙江,30,102,128
5-18__涉企信息_企业不良行为信息_107.xls,企业信息,住房城乡建设部门,广东,4,74,120
5-15__涉企信息_企业良好行为信息_180.xls,企业信息,住房城乡建设部门,广东,4,74,120
推送市交易中心信息－专业分_112.xls,企业信息,水利、水务部门,广东,4,90,120
道路运输经营许可证_23.csv,道路交通及管理,交通运输部门,浙江,30,102,128
清远市农业局行政处罚信息_1568881322757641.xls,行政,农业农村部门,广东,5,91,120
非法从境外引进野生动物物种的处罚.xls,自然保护,林草部门,湖南,2,80,122
动物诊疗许可证核发信息_62.xls,医疗卫生,农业农村部门,广东,0,91,120
交通运输局信息公开列表_0.xls,行政,交通运输部门,山东,5,102,117
德州市体育局全民健身运动会活动信息_0.xls,体育,教育及体育部门,山东,10,86,117
建设工程规划条件核实合格证_219.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
24-10_120.xls,医疗卫生,医院及社区卫生服务机构,河南,0,73,133
道路运输经营许可证版式文件_53.csv,道路交通及管理,交通运输部门,浙江,30,102,128
国资委机构概况.csv,行政,国资部门,江苏,5,111,115
（双公示）建设工程规划类许可证核发（建筑类）信息_36.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
贵阳市社会保险收付管理中心社保机构信息_2018-07-26_14_19_58_7.csv,保险福利,人力资源社会保障部门,贵州,15,93,118
金堂县_教育局_从轻处罚事项清单.xlsx,教育事业,教育及体育部门,四川,8,86,116
建设用地规划条件_0.xls,建筑业,住房城乡建设部门,山东,1,74,117
事业单位法人登记信息_0.csv,法人单位,教育机构,山东,44,85,117
17-41 各市、县各类学校在校学生数（2015年）_130.xls,教育人员,教育机构,浙江,9,85,128
21-70_21.xls,价格指数,文化广播电视和旅游部门,湖南,71,95,122
市人社局行政处罚信息(2018年).xlsx,行政,人力资源社会保障部门,天津,5,93,123
5-6_涉企信息_建筑工程施工许可信息_116.xls,建筑业,住房城乡建设部门,广东,1,74,120
工程竣工验收备案（燃气类、供热类）信息_1.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
建设用地规划许可证20180816.xls,建筑业,住房城乡建设部门,江苏,1,74,115
5-18__涉企信息_企业不良行为信息_344.xls,企业信息,住房城乡建设部门,广东,4,74,120
23-18_121.xls,医疗卫生,民政部门,河南,0,89,133
交通运输局_巡游出租汽车运输证核发_0.csv,道路交通及管理,交通运输部门,山东,30,102,117
渔业船舶登记_28.xls,农业资料,水利、水务部门,广东,52,90,120
推送市交易中心信息－人员锁定_271.xls,行政,水利、水务部门,广东,5,90,120
内地营业性演出核准信息_15.xls,文化,文化广播电视和旅游部门,广东,28,95,120
CH10-01_111.xls,农村发展,民政部门,北京,22,89,131
兰陵县长城镇二庙片卫生室信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
推送市交易中心信息－专业分_156.xls,企业信息,水利、水务部门,广东,4,90,120
菏泽市动物诊疗机构_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
5-6_涉企信息_建筑工程施工许可信息_117.xls,建筑业,住房城乡建设部门,广东,1,74,120
5-13_涉企信息_工程竣工验收备案信息_33.xls,建筑业,住房城乡建设部门,广东,1,74,120
2019年度规范旅游市场处罚情况.xls,旅游,文化广播电视和旅游部门,云南,29,95,126
CH20-07_111.xls,医疗卫生,卫生健康委员会,北京,0,79,131
机关、居民业务办理_0.xls,行政,民政部门,山东,5,89,117
渔业船舶登记_72.xls,农业资料,水利、水务部门,广东,52,90,120
工商行政许可公示信息_248.xls,行政,市场监管部门,广东,5,77,120
